,review_body,review_date,hotelName,hotelUrl
198,"Nice hotel for a family vacation. Very close to a number of happening places, such as fast food stores,metro stations, supermarkets. The hotel itself has got nice restaurants with nice breakfast, lunch and dinner. The staff were so friendly especially belldesk staff, were so helpful especially mukasa","May 23, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
199,We are from India stayed in citymax hotel bur dubai 4 nights location near to market wonderful atmosphere and front office staff rohit and ms.marimar excellent service from them and concierge mark helpful for our luggage assistance we Will come back soon,"May 23, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
200,I liked the hotel and the service more than the hotel and the guy is cleaning the room is providing the best he can. I m fond of swimming and I’m athletic so i needed gym too what i got here. 3rd floar coridore is fun. My room number is 307 and the great service giver m nadeem is amazing member of your team. ,"May 22, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
201,Our stay at citymax was an awesome experience right from check in till check out it was a great experience.Everytime we needed anything reception was more than happy to hellp Hotel is clean and tidy aswellWill come back for sure.Thanks to arooj manager help me lot.,"May 22, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
202,I am girish chander 3nights stayed in citymax hotel restaurant nice swimming pool and gym available and rooms nice front office staff shomila and sayed nice staff concierge Mr. Nauful is a excellent work is done giude as about Dubai,"May 21, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
203,Kind persons and good staff location near to hotel airport and shopping malls 20 mint from hotel market close to hotel front office nauful and Sayed very helpful housekeeping supervisor Abu bakar and pradeesh also helpful,"May 21, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
204,Hotel is nice location near to hotel metro and market near also walking distance from hotel to all place and rooms Very nice well clean staff friendly and helpful housekeeping supervisor abi bakar and front office sayed and arjun helpful to. We well recommend citymax hotel our friends.,"May 20, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
205,Good cleaning.. Good sirvice from nadimrahii and all supervisor good gm good management good swimming pool good corridor good.. From the guest room number 289.. Nice gem assistant manager is very nice person.. Nadimrahii is sucha a good person and his behaviour with the guest is very nice.. ,"May 20, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
206,Hi Irfan and sheheryar are very good cleaner with a good manner respactable and shahid is a very good supervisor they maintain very well We are very thanks to them hotel stuff also very good service ,"May 19, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
207,"Stay many hotels before but never finds the Rude front office staff like Mr. Hossam, who did our checkout. Actually they have rule in Front office dont SMILE , Shock to see start from checkin to Checkout, basic hospitality rules missing from Front office staff, During checkin i ask the lady... everything paid... she said yes, during checkout, TD pending....Which Mr. Hossaan asking Ruding.i ask him . i think i paid already, he replied ... wait.... Lets me Talk.... i told him.... i am just asking.... he told... dont ask.... just Listen....i didnt aruge much.... bcoz i m working in also in hotel... so i know.... where to speak.... Only F and b staff is excellent.... who attend yoy very well.... specially Hazel.... just one request.... before putting copy paste sorry in return to this post... plz told Mr. Hossam.... learn to talk properly to Guest... and please give good training to Front office staff...","May 19, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
208,room clean very good nd room attending very mr irfan gulzer nd mr sheheryar khan nd suppervier mr Pradeesh very good help me nd very good friend i like this person very good my room number325 swing pull very good i like this hotel city max ,"May 18, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
209,"The Management and staff of citymax hotel Bur DubaiDear/Madam,Warm greetings from my family in Uganda.Let me hope the message finds you well.I wish extend my sincere appreciation to the above mentioned people(Bashir and Hasis) for being very corpotative, honest and caring, for the 11 days I have been in this place. Not for getting the person at customer service desk and the lady who registers clients during breakfast time I.e some times I come even not knowing my room number in head but she could amaze me and say 796 so wonderful. May the Almighty God/Allah award all of you abundantly.Best regards,Moses Michael MutebiNBIn case of any thing please don't hesitate to contact me on +256701348585","May 17, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
210,"10 days great service. My Room was 375 , Fur 3 people, irfan gulzar was good service.Pool was good, and Breakfast was great..Mr Kaneedey and Mr Pradeesh was very help full, The hotel was clean and nice","May 16, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
211,"The Citymax Hotel in Bur Dubai is a hotel, which gives actual value for money in the rather high-end hospitality industry in Dubai. Located in a very convenient location in Mankhool and a short walk away from the Karama Metro Station, this hotel offers all one needs for a comfortable stay.We found the rooms to be comfortable and clean, though the beds took some getting used to. The bathrooms were nice and the Wi-Fi worked well. Food options too were really good; particularly the Indian restaurant on the ground floor. The service quality was nice; the staff were helpful and quick to assist on any requirements we had. Considering that one can get a room here for a much lower price than most other similar hotels in the city makes it a really good value option.","May 15, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
212,I like hotel staff nature and food stuff offer in the hotel as breakfast and dinner .it's service very nice .ROOM nice swimming pool and gym and housekeeping service is nice and front office sayed and arjun very helpful.,"May 14, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
213,We styed in citymax hotel bur dubai good hotel execellent service housekeeping service good staff well clean rooms nice jamshed and abu bakar supervisor very helpful concierge sayed and dafrin and shomila friendly .we will come back soon,"May 14, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
214,I am narinder singh from punjab i come dubai first time wonderful experience i had nice hotel well mentioned rooms clean and staff very friendly food great and front office staff sayed and arjun friendly staff i had a wonderful time in citymax hotel bur dubai ramadan in dubai but citymax hotel is good for turiest I will back again,"May 13, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
215,We stayed in citymax hotel bur Dubai execellent exeprience very nice place to relax staff freindly and housekeeping cleaning well room need and clean front office staff check in fast and concierge supervisor Sayed nice person friendly.,"May 11, 2019","3    Citymax Hotel Bur Dubai
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html
216,Freindly staff and comfortabel stay near to airport and downtown 24 hours restaurant with quick and tasty service i definetly recomended to my freindz and family to stay and enjoy there trip Thank u staff,"July 13, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
217,"We arrived hours before check-in, but the hotel did us a big favour by arranging our room so we could get a recovery nap. Great service from the hotel staff at the front desk! The hotel is situated very close to the airport, has a shuttle bus every half hour and there are always taxis ready to get you to the terminal. Very convenient!","July 12, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
218,It was our great pleasure to be in premier inn hotel which having great quality along with very professional staff and Choice of smoking and non smoking.Thanks for making our stay pleasent Specially miss.Astrid for helping me booking and Mr.Narayan for his smooth check in.Room was very clean and comfortable.Thanks Ekaraj and Prakash for mainraining out room super clean.we will definately recomend this hotel to my all friends and family.,"July 10, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
219,"The hotel located just opposite to airport with great service from staff.Costa coffe on the ground floor with great coffee and restaurant.Swimming pool has a great view to city specially at night.Sandip(driver) Narayan,TAmer ,Mahmoud,Alice from reception and Ekaraj was very helpful during my whole stay.I will definitely recommend to my family and friends about Premierinn hotel.","July 10, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
220,"Excellent Experience and Fantastic Service. Will definitely make use of Premier Inn when travelling. Room was small but had everything needed - very well designed and great layout. Bar menu was great, food delivery fast and food was value for money and very tasty. ","July 9, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
221,"Very Good Hotel , was very clean rooms , near to the Airport , very easy transfer by bus from Airport to the hotel.and from hotel to Airport...Very good stuff in reception and very friendly..Recommended very much.","July 9, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
222,"A great place to be in Dubai Media City. A watering hole for all the media city people. Binson and Arvind are the rockstar bartenders, ready to serve with a smile every time you want a drink. Great for watching football and cricket games all through the year.","July 9, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
223,Nice and pleasant. One night stay so nothing to complain. The best value is free airport shuttle. I can haihly recommend this hotek for those who are traveliing. I will choose your hotel when I visit Dubai again.,"July 8, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
224,"Was nice comfortable stay overnight but the staff didn't wake me up for my flight as I was going to miss my flight, and I already requested for a wake up call, my family was with me my wife and 5 kids so I woke up by my self at 7 and the flight was at 8.25am","July 6, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
225,The hotel is rated 3 stars it should be rated 5 stars always genuine services provided. atmosphere is very delightful staff is always courteous. I always enjoy my stay. pricing is well rounded to provide the tourist the most for their dollars spent. The premier Inn is no doubt centrally located in the idea location to access the airport quickly. The drivers who run the shuttle is always eager to provide assistance to the tourist. I fully think the premier Inn is the best hotel in the UAE when it comes to attending to the tourist and providing services. Thank you Premier Inn.,"July 6, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
226,Nice hotel to stay. Room was very nice. Staffs were good and excellent. Overall it was an awesome stay at hotel. When I decided to extended my stay I thought it will be difficult to get the room but the staff helped me out and got the room easy.,"July 6, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
227,"So I’m writing this review just after I’ve been trying to get to sleep for the last 30 minutes. I haven’t been able to sleep because the pillows are just awful. They’re itchy, they’re flat and just downright painful to sleep with. Just after 30 minutes of trying my neck is aching really badly and is in agony which isn’t very beneficial for me due to the simple fact that I’ve got a 9 hour flight tomorrow at 9 in the morning. So I’m going to be tired or even exhausted if you’d like, along with a agonisingly painful neck. This is just great. I have been to many different premier inns throughout my travels and this one is the worst one that I’ve ever stayed in by far. Usually the sleep experience is what premier inns are normally known for. However, this one embarrasses the hotels reputation by putting their guests who pay for a good nights sleep in pain. Overall I do not recommend this premier inn for anyone who’s looking to stay here unless you want your neck to be put in pain!","July 5, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
228,"I love the great rates and lovely rooms. The staff was welcoming and I had no rouble being checked in and quickly receiving my cards to my room. It's tricky to enter the campus, but absolutely no locatio Is easier if you are coming or going from DXB..","July 4, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
229,"Nice and friendly staff. Great location to airport and other things. You have a shuttle service not to just the airport but to other popular locations around Dubai. Rooms clean, well lit, great channel selection. Nice restaurant, bar and coffee shop in Hotel. ","July 2, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
230,"The location of the hotel is great near the airport and free shuttle bus directly to the terminals. Special thanks to: Khaldoon, Walaa, Mahmood, Alice, Nitin, Akila, Zikrit, Amy, Bia and Narayan from front office and Renglyn from the restaurant for making our stay an amazing one. ","July 2, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
231,"i liked everything, but the room were the best feature, the food wasn't bad either i enjoyed the hamburger it was classic, though i felt like going to tour the city which i failed, the staff was helpful especially one girl and a man.","July 2, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
232,"Super easy and simple to get to, 5 min complimentary bus, the airport staff can let you know where to get the free shuttle from. Goes every 30 min. Excellent rooms.woth individually controlled AC. Was surprised it was only a 3 star rating.","July 1, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
233,"Hotel is very good, handy, clean and comfortable.Breakfast is excellent too.Easy transfer from Airport.Staff very helpful and quick to help when needed. Early check in is very handy when you book on line","July 1, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
234,"highly recommend this hotel as a stopover in Dubai when you are on a long journey. perfect for breaking up a very long flight. just what I needed before resuming my journey, a good nights sleep, a swim and a good breakfast before continuing on my way.Staff also were very friendly and accommodating.","June 30, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
235,Quite atmosphere and staff were friendly but the blankets and bed sheets were not good and they smell. The shuttle to nearby malls pass by many hotels before going to anywhere .it is better to go by a taxicab and save your time and comfort ,"June 30, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
236,"We only had an overnight stay between flights but the Premier Inn gave us everything we needed. This hotel was cool, clean, comfortable with exceptional staff and only 15 minutes from the airport with a free shuttle bus service. Fast check-in and check-out with no problems. The food in the restaurant was very good and I have no complaints whatsoever. I will be staying again.","June 29, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
237,"Free Shuttles from Airport <=> Hotel. Also good to use the Dubai Metro from terminal 3 and avoid using taxi (depending where you want to go). All the team at Reception are always looking to make you happy. Big shout out to ""Grace"" at the reception for her professional and quick assistance. Breakfast is excellent and offer a wide selection. You will probably be greeted by Jocelyn. She always smiles and always make sure you don't leave hungry! haha She is also good to personalize her approach and remembers your preferences. (Mine is the Strawberry Yogurt lol) To end my review, the most important point and not the least, is the cleaness of the room! always clean and comfortable. Thanks to Soc from the cleaning team who ensured high level of standards.","June 29, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
238,"I booked premier Inn for a 3 day stopover and enjoyed the stay. The shuttle service made it easy arriving late night with a child, I didn't have to look for taxi also getting back to the airport for my departure. The shuttle service to Deira is provided by someone different and it wasn't as pleasant as the Premier shuttle. Though the hotel is opposite the airport there was no noise. It is well soundproofed. Room was clean and comfortable and extra bed provided at no extra cost for the family room. I found the breakfast to be expensive but up to 2 children eat free for a paying adult.","June 29, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
239,Hotel is good and clean only food not good enough and expensive and we was not able to watch afcon on TV the have to go with time really I was happy with the hotel service price of the food is expensive and not good test the workers are very friendly ,"June 27, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
240,"Nice and near Easy transportation from and to airport,Fair price ,friendly stuff, free bus to airport, totally it was good experiment to me and my family, also near most of tourism places and activities in dabai ","June 27, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
241,"Short and sweet stay, with an easy shuttle from the airport and pleasant check in. Clean room and the swimming pool and gym were great. We’re happy enough that we’re staying here again on the way home. ","June 26, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
242,"It is very nice , cool and calmPlace to stay and have a nice staff and good rates , rooms were clean and have all facilities , also parking is perfect have easy access to rooms and I would like to stay in future again and it’s my favorite place ","June 26, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
243,we booked this hotel for our layover and were pleasantly surprised. it had free shuttle bus service to the hotel and to a number of attractions. check-in and check-out were speedy and the staff very friendly and helpful. ,"June 26, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
244,"Premier Inn Dubai International Airport, Garhoud, DubaiReview covers the hotel with reference to food/beverages at Costa Coffee and Mr Toad’s Pub & Kitchen Restaurant inside the hotel.The Premier Inn is just about the most convenient ever – stay at the airport but, not physically in the airport - the place is couple hundred metres from International Terminal 3 – you can actually see it. It’s across the busy Airport Road and half-dozen subsidiary side roads/ramps in the residential area of Garhoud – other side of the Metro Red Line too so. You can’t walk to the hotel trailing your luggage.Fortunately – as you’d expect - there’s a hotel shuttle and it’s available every 30 minutes 24/7; leaving the hotel on the hour/half-hour and, 10 minutes later, arriving at the airport before returning. Follow the ‘shuttle arrows’ as you exit customs/immigration with your luggage – the hotel bus(es) are available across the line of taxis in the second service road.The hotel also provides a daily shuttle to Dubai Mall – there and back - to a set timetable. Dubai Mall is where you find the world’s tallest building with tickets AED180+ (depending on extras purchased) to the 124th floor. Just imagine.We’d arrived at Dubai for 05.00 – still dark and with ambient temperature comfortable 33 degC; an hour later we were in hotel reception. Familiar with tired long-distant passengers looking for a shower/bed, the friendly lady at reception provided us with a room - six hours before normal entitlement. We dumped our bags, headed back to the Costa Café to wind down after 24 hours ‘on-the-road’. The hotel was quiet. We had a room (#206) over-looking the airport with aircraft parked in-line alongside the terminals (counted 23 one morning). There was continuous stream of traffic on Airport Road, but you couldn’t hear things.The room was conventional – ensuite immediately to the RHS as you enter, L-shaped living space with double bed and second-fold-out bed to the right and table, wardrobe & services in front of you – coffee/tea-making/cups/jug, wall television, table-level refrigerator. Clean, functional, comfortable. We had three nights in which to enjoy the comfort of the bed/room.Shower is in the bath in the ensuite – this means that you need to climb up and over the rim of the bath. There are no hand-holds and, once wet, the curved base of the bath is/was slippery where the friction pad had gone missing. Take care if you’re heavy on your feet. Bathroom was clean. Spare toilet roll. Wash-basin drained s…l…o…w…l…y (paint drying speed) – clearly partly blocked wastewater pipeOutside the room there was that delightful swim pool on the roof – the highly exposed roof; mid-year and >40 degC late morning – time during which to treat the sun with respect. Great views across this low-level part of town – all those pastel/white colours, hazy air and shadowy high-rise on the horizon. About the Nuevo/Mr Toad’s Restaurant then? Eat breakfast there and the choice is either ‘BIG’ – eat as much as you like – for AED58 or continental at AED37. We opted instead for Costa’s Café. Evening meal in the restaurant, however, was a natural choice. We chose to eat in the industrial ‘Irish Pub’ section of the restaurant first time round;- there’s also a regular dining room where we ate the following evening. A couple of beef-burgers/fries and 500 ml water cost AED81 when taking advantage of our two-for-the-price-of-one card provided by the hotel (single burger meal AED70); and same option that provided a more interesting/tasty meal – Chicken masala & rice with the same deals (AED76). Good value then.The pub has a bar to one side and seating out front amongst steel girders, brickwork and shallow platforms. Large wall photos illustrated the early days of aviation in the Emirates – with lots of nostalgia for those of a particular age. When did you last travel on a BOAC Comet4 – mid-60s probably?And Costa Coffee? We opted for breakfast there - coffee, croissant & jam x2 AED46.25 (but this also came with hotel card and hotel/room discount of AED16.75). Similarly, shared lunch – 2xchicken/avocado wrap, 1xalmond croissant, 1xcoffee & 1xflavoured water – cost AED75.50. Comfortable, spacious, open table/seating to one side of reception, friendly wait lady, clean, presentable.Hotel people were friendly/helpful from the start and throughout our stay – trolley/luggage delivery/collection/room, reception/information, room/corridor services, restaurant/café, shuttle coaches.For a three-night stay we paid AED691.50 (€167). This included VAT, municipal tax, service charge (in total 22% extra) and AED10 tourism fee.In summary then: hotel is particularly convenient for a short stop-over in the Emirate – value for money, easy access into town, friendly/helpful staff, easy/popular choice meals when eating in-house.Peter Steele20 June 2019","June 25, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
245,"We flew into Dubai at 8am and flew out at 2am. We were given an early check in, room was great, regular shuttles to and from airport and Dubai Mall! It was the perfect location for a stopover, really good value!","June 24, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
246,"I stayed at this jewel of a hotel for 7 nights and they provided more than a value for money service! The hotel shuttle is a blessing and always timely, The driver of the shuttle is a nice chap. Then by the front desk I met a very helpful lady by name Grace,whose smiles fill the atmosphere ever willingly to render assistance at any time, jovial smart and well trained on customer service etiqqutte. Grace was highly customer oriented. Then the housekeeping staff were very helpful especially Prekesh!!!Bad reception.. Alkahlia is a very rude, mean and poor service delivery staff,who has no patience in attending to guest, always looking disgruntled. More managerial training required. Close proximity to DBX and Metro station. Looking forward to staying again.","June 24, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
247,"This is like any other Premier Inn Hotel however, it is so close to the airport that it makes for a great value lay over spot. (Very little aircraft noise too). Rooms are clean and the staff friendly and helpful(Zankit and Grace) . Monday night carvery was a hit and made a refreshing change to curry and rice!!Worth considering if you have a night to spare to break up a longer journey. Pool and fitness center are good enough without being 5 star. Costa coffee next to reception, which is always a plus for me","June 24, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
248,"The hotel is good as a very convenient location for those who have continued flights through Dubai Airport very close to the airport, the hotel offers free buses from and to the airport every hour, the rooms are simple but the price is very suitable","June 23, 2019","4    Premier Inn Dubai International Airport Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html
